web-scraper-order,web-scraper-start-url,Autre_animaux_links,Autre_animaux_links-href,Nom,Price,Adresse,lien_image
"1739020029-292","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Canard","https://sn.coinafrique.com/annonce/autres-animaux/canard-4251761","","","Guediawaye, Dakar, Sénégal",""
"1739020032-293","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-4284952","","","Niaga, Sénégal",""
"1739020035-294","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat tigré","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290086","","","Rufisque, Sénégal",""
"1739020038-295","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat tigré","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290090","","","Rufisque, Sénégal",""
"1739020041-296","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussins d'autruche","https://sn.coinafrique.com/annonce/autres-animaux/poussins-dautruche-4292496","","","",""
"1739020043-297","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-4303521","","","Niaga, Sénégal",""
"1739020046-298","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-4303523","","","",""
"1739020049-299","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Scottish fold","https://sn.coinafrique.com/annonce/autres-animaux/chat-scottish-fold-4326378","","","Dakar, Sénégal",""
"1739020052-300","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cailles de chair","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4327166","","","Colobane, Dakar, Sénégal",""
"1739020055-301","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons  British shorthair","https://sn.coinafrique.com/annonce/autres-animaux/chatons-british-shorthair-4328377","","","Dakar Plateau, Dakar, Sénégal",""
"1739020058-302","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquets","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4331654","Perroquet perruches ondulées","20 000 CFA","Point E, Dakar, Sénégal",""
"1739020060-303","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruches ondulées","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4331659","Perroquet perruches ondulées","20 000 CFA","Point E, Dakar, Sénégal",""
"1739020063-304","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Gimalayen Siamois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-gimalayen-siamois-4333502","","","Fann, Dakar, Sénégal",""
"1739020066-305","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Taureau","https://sn.coinafrique.com/annonce/autres-animaux/taureau-4335558","","","Rufisque, Sénégal",""
"1739020069-306","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4365267","","","Ouest Foire, Dakar, Sénégal",""
"1739020072-307","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-4379382","","","",""
"1739020074-308","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dinde rouge pair","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-pair-4381112","","","Dakar, Sénégal",""
"1739020077-309","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Persan","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-4386249","","","Point E, Dakar, Sénégal",""
"1739020080-310","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chèvre","https://sn.coinafrique.com/annonce/autres-animaux/chevre-4387674","","","Thies, Sénégal",""
"1739020083-311","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Veaux","https://sn.coinafrique.com/annonce/autres-animaux/veaux-4407653","","","Pikine, Sénégal",""
"1739020086-312","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Pintades","https://sn.coinafrique.com/annonce/autres-animaux/pintades-4408799","","","Guediawaye, Dakar, Sénégal",""
"1739020089-313","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dindes","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4408804","","","Guediawaye, Dakar, Sénégal",""
"1739020092-314","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Oies de Toulouse","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-4409000","","","Thies, Sénégal",""
"1739020094-315","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquet","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4411374","Perroquet perruches ondulées","20 000 CFA","Point E, Dakar, Sénégal",""
"1739020097-316","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Pintade","https://sn.coinafrique.com/annonce/autres-animaux/pintade-4412768","","","Keur Massar, Sénégal",""
"1739020100-317","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon","https://sn.coinafrique.com/annonce/autres-animaux/paon-4435457","","","Yoff, Dakar, Sénégal",""
"1739020103-318","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Canards","https://sn.coinafrique.com/annonce/autres-animaux/canards-4442030","","","Thies, Sénégal",""
"1739020106-319","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon","https://sn.coinafrique.com/annonce/autres-animaux/paon-4451044","","","Dakar, Sénégal",""
"1739020109-320","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruche ondulée","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4452994","","","Thies, Sénégal",""
"1739020112-321","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cailles","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4454743","","","Dakar, Sénégal",""
"1739020114-322","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruches ondulées","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4456156","Perroquet perruches ondulées","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739020117-323","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruche Anglaise","https://sn.coinafrique.com/annonce/autres-animaux/perruche-anglaise-4456172","","","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739020120-324","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Brittish Shorthair","https://sn.coinafrique.com/annonce/autres-animaux/brittish-shorthair-4462219","","","Dakar Plateau, Dakar, Sénégal",""
"1739020123-325","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Pintade","https://sn.coinafrique.com/annonce/autres-animaux/pintade-4465594","","","Guediawaye, Dakar, Sénégal",""
"1739020126-326","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cochons","https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503058","","","Keur Massar, Sénégal",""
"1739020129-327","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cochons","https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503064","","","Keur Massar, Sénégal",""
"1739020131-328","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vaches","https://sn.coinafrique.com/annonce/autres-animaux/vaches-4504586","","","Dakar, Sénégal",""
"1739020134-329","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Couple dinde","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-4506000","","","Kolda, Sénégal",""
"1739020137-330","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons Serval","https://sn.coinafrique.com/annonce/autres-animaux/chatons-serval-4517799","","","Saint Louis, Sénégal",""
"1739020140-331","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poissons aquarium","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4534116","","","Dakar Plateau, Dakar, Sénégal",""
"1739020143-332","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-4534540","","","",""
"1739020145-333","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Persan","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4540876","","","Dakar, Sénégal",""
"1739020148-334","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Scotish Fold","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scotish-fold-4540889","","","Fann, Dakar, Sénégal",""
"1739020151-335","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cochons d'inde","https://sn.coinafrique.com/annonce/autres-animaux/cochons-dinde-4555313","","","Thies, Sénégal",""
"1739020154-336","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4568012","","","Mbao, Dakar, Sénégal",""
"1739020157-337","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Persan","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4569529","","","Dakar Plateau, Dakar, Sénégal",""
"1739020160-338","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquet youyou","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-youyou-4570755","","","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739020162-339","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Scottish Fold","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-fold-4571582","","","Dakar Plateau, Dakar, Sénégal",""
"1739020165-340","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Persan","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4592914","","","Dakar Plateau, Dakar, Sénégal",""
"1739020168-341","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Siamois Hymalayen","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-hymalayen-4593854","","","Dakar Plateau, Dakar, Sénégal",""
"1739020171-342","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4608863","","","Ngor, Dakar, Sénégal",""
"1739020174-343","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussins de canards","https://sn.coinafrique.com/annonce/autres-animaux/poussins-de-canards-4619825","","","Guediawaye, Dakar, Sénégal",""
"1739020176-344","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Persan Chinchilla","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-4623023","","","Dakar Plateau, Dakar, Sénégal",""
"1739020179-345","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Brittish Shorthair","https://sn.coinafrique.com/annonce/autres-animaux/chat-brittish-shorthair-4629619","","","Dakar Plateau, Dakar, Sénégal",""
"1739020182-346","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Hymalayen Persan","https://sn.coinafrique.com/annonce/autres-animaux/chaton-hymalayen-persan-4639205","","","Dakar Plateau, Dakar, Sénégal",""
"1739020185-347","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cage avec 3  oiseaux","https://sn.coinafrique.com/annonce/autres-animaux/cage-avec-3-oiseaux-4640165","","","Dakar, Sénégal",""
"1739020188-348","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Himalayen","https://sn.coinafrique.com/annonce/autres-animaux/chaton-himalayen-4642742","","","Dakar Plateau, Dakar, Sénégal",""
"1739020191-349","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4646165","","","Point E, Dakar, Sénégal",""
"1739020194-350","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Canard Colvert","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-4650420","","","Mariste, Dakar, Sénégal",""
"1739020196-351","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Couple perroquet  Roseicollis","https://sn.coinafrique.com/annonce/autres-animaux/couple-perroquet-roseicollis-4651651","","","Point E, Dakar, Sénégal",""
"1739020199-352","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4651939","","","Mariste, Dakar, Sénégal",""
"1739020206-353","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache brune","https://sn.coinafrique.com/annonce/autres-animaux/vache-brune-4664799","","","Mbour, Sénégal",""
"1739020208-354","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Paire de perruches ondulées","https://sn.coinafrique.com/annonce/autres-animaux/paire-de-perruches-ondulees-4679396","","","Mamelles, Dakar, Sénégal",""
"1739020211-355","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4679890","","","",""
"1739020214-356","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4689687","","","Ngor, Dakar, Sénégal",""
"1739020217-357","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perruche","https://sn.coinafrique.com/annonce/autres-animaux/perruche-4701230","","","Mamelles, Dakar, Sénégal",""
"1739020220-358","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Cailles","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4701407","","","Touba, Sénégal",""
"1739020222-359","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Hamster","https://sn.coinafrique.com/annonce/autres-animaux/hamster-4723216","","","Almadies, Dakar, Sénégal",""
"1739020225-360","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chat Siamois","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-4723220","","","Almadies, Dakar, Sénégal",""
"1739020228-361","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perroquet inséparable","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-inseparable-4724298","","","Point E, Dakar, Sénégal",""
"1739020231-362","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Paon bleu","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-4686441","","","Rufisque, Sénégal",""
"1739020234-363","https://sn.coinafrique.com/categorie/autres-animaux?page=1","3 chatons","https://sn.coinafrique.com/annonce/autres-animaux/3-chatons-4751663","","","Mariste, Dakar, Sénégal",""
"1739020237-364","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4752043","","","Kaolack, Sénégal",""
"1739020239-365","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache  Montbéliard Holstein","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-holstein-4753933","","","Pikine, Sénégal",""
"1739020242-366","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache Montbéliard et Holstein","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-et-holstein-4753935","","","Rufisque, Sénégal",""
"1739020245-367","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vaches Montbéliarde","https://sn.coinafrique.com/annonce/autres-animaux/vaches-montbeliarde-4753936","","","Pikine, Sénégal",""
"1739020248-368","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton Scottish","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-4755374","","","Dakar Plateau, Dakar, Sénégal",""
"1739020251-369","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache laitière Montbéliarde","https://sn.coinafrique.com/annonce/autres-animaux/vache-laitiere-montbeliarde-4765247","","","Guediawaye, Dakar, Sénégal",""
"1739020253-370","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton Angora","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-4765270","","","Dakar, Sénégal",""
"1739020256-371","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chat persan","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-4785131","","","Dakar Plateau, Dakar, Sénégal",""
"1739020259-372","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Poussin Cochin disponible","https://sn.coinafrique.com/annonce/autres-animaux/poussin-cochin-disponible-4794466","","","Dakar, Sénégal",""
"1739020262-373","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Cochin Fauve","https://sn.coinafrique.com/annonce/autres-animaux/cochin-fauve-4794473","","","Dakar, Sénégal",""
"1739020265-374","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Poussin dinde rouge","https://sn.coinafrique.com/annonce/autres-animaux/poussin-dinde-rouge-4794677","","","Dakar, Sénégal",""
"1739020267-375","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chat scotish","https://sn.coinafrique.com/annonce/autres-animaux/chat-scotish-4803206","","","Dakar Plateau, Dakar, Sénégal",""
"1739020270-376","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Paon","https://sn.coinafrique.com/annonce/autres-animaux/paon-4804686","","","Yoff, Dakar, Sénégal",""
"1739020273-377","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Foin","https://sn.coinafrique.com/annonce/autres-animaux/foin-4807500","","","Keur Massar, Sénégal",""
"1739020276-378","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Scottish fold et scottish straight de race pure","https://sn.coinafrique.com/annonce/autres-animaux/scottish-fold-et-scottish-straight-de-race-pure-4808971","","","Dakar Plateau, Dakar, Sénégal",""
"1739020279-379","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chatons Persan pure race","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persan-pure-race-4808981","","","Dakar Plateau, Dakar, Sénégal",""
"1739020281-380","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Persan pure race","https://sn.coinafrique.com/annonce/autres-animaux/persan-pure-race-4818301","","","Dakar Plateau, Dakar, Sénégal",""
"1739020284-381","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perruches ondulées blanches","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-blanches-4846024","","","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739020287-382","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perruche ondulée","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4846053","Perroquet perruches ondulées","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739020290-383","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perruche ondulée","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4846061","Perroquet perruches ondulées","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739020293-384","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache montbéliardes","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliardes-4851931","","","Pikine, Sénégal",""
"1739020295-385","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœufs race Goudali","https://sn.coinafrique.com/annonce/autres-animaux/bufs-race-goudali-4853741","","","",""
"1739020298-386","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Siamois","https://sn.coinafrique.com/annonce/autres-animaux/siamois-4855435","","","Yoff, Dakar, Sénégal",""
"1739020301-387","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton hiamalayen","https://sn.coinafrique.com/annonce/autres-animaux/chaton-hiamalayen-4864117","","","Dakar Plateau, Dakar, Sénégal",""
"1739020304-388","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-4864739","","","Gassane, Sénégal",""
"1739020307-389","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4869182","","","Matam, Sénégal",""
"1739020310-390","https://sn.coinafrique.com/categorie/autres-animaux?page=1","vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-4878570","","","Niaga, Sénégal",""
"1739020312-391","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Œufs de caille","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4880849","","","",""
"1739020315-392","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Œufs de caille","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4880858","","","",""
"1739020318-393","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Autruche","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4885138","","","Almadies 2, Dakar, Sénégal",""
"1739020321-394","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chatons persans chinchillas purs","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchillas-purs-4888897","","","Sicap Liberté, Dakar, Sénégal",""
"1739020324-395","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4895608","","","",""
"1739020327-396","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Poisson Aquarium","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-4898597","","","Dakar Plateau, Dakar, Sénégal",""
"1739020329-397","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perroquets","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4903200","Perroquet perruches ondulées","20 000 CFA","Point E, Dakar, Sénégal",""
"1739020332-398","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Dinde rouge Ardenne","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-ardenne-4917420","","","Guediawaye, Dakar, Sénégal",""
"1739020335-399","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Poussins de canard","https://sn.coinafrique.com/annonce/autres-animaux/poussins-de-canard-4917429","","","Guediawaye, Dakar, Sénégal",""
"1739020338-400","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chatons","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4922546","","","Mariste, Dakar, Sénégal",""
"1739020341-401","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chat","https://sn.coinafrique.com/annonce/autres-animaux/chat-4928423","","","Grand Dakar, Dakar, Sénégal",""
"1739020344-402","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton Persan Peaky Face","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-peaky-face-4941927","","","Point E, Dakar, Sénégal",""
"1739020347-403","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Pintade noire","https://sn.coinafrique.com/annonce/autres-animaux/pintade-noire-4942157","","","Hann Bel-Air, Dakar, Sénégal",""
"1739020349-404","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4956743","","","Dakar, Sénégal",""
"1739020352-405","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Cailles de chair","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4957482","","","Thies, Sénégal",""
"1739020355-406","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Hamster","https://sn.coinafrique.com/annonce/autres-animaux/hamster-4962365","","","Almadies, Dakar, Sénégal",""
"1739020358-407","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Œufs de caille","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4962446","","","",""
"1739020361-408","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perroquet","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4967605","Perroquet perruches ondulées","20 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1739020364-409","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bleus","https://sn.coinafrique.com/annonce/autres-animaux/bleus-4974963","Perroquet perruches ondulées","20 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1739020366-410","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Tortue","https://sn.coinafrique.com/annonce/autres-animaux/tortue-4976748","","","Hann Bel-Air, Dakar, Sénégal",""
"1739020369-411","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4995019","","","Thies, Sénégal",""
"1739020372-412","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-4996496","","","",""
"1739020375-413","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chat Siamois","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-4997392","","","Point E, Dakar, Sénégal",""
"1739020378-414","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Couple dinde","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-5001804","","","Guediawaye, Dakar, Sénégal",""
"1739020380-415","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Caille","https://sn.coinafrique.com/annonce/autres-animaux/caille-5001807","","","Guediawaye, Dakar, Sénégal",""
"1739020383-416","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chèvre","https://sn.coinafrique.com/annonce/autres-animaux/chevre-5009683","","","Keur Massar, Sénégal",""
"1739020386-417","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton de 1 mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-de-1-mois-5017864","","","Mariste, Dakar, Sénégal",""
"1739020389-418","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-5022926","","","",""
"1739020392-419","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Couples Dindons","https://sn.coinafrique.com/annonce/autres-animaux/couples-dindons-5034401","","","Saint Louis, Sénégal",""
"1739020395-420","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Dindes","https://sn.coinafrique.com/annonce/autres-animaux/dindes-5035473","","","Almadies 2, Dakar, Sénégal",""
"1739020397-421","https://sn.coinafrique.com/categorie/autres-animaux?page=1","British et scottish pure race","https://sn.coinafrique.com/annonce/autres-animaux/british-et-scottish-pure-race-5041101","","","Dakar Plateau, Dakar, Sénégal",""
"1739020400-422","https://sn.coinafrique.com/categorie/autres-animaux?page=1","persan pure race","https://sn.coinafrique.com/annonce/autres-animaux/persan-pure-race-5041103","","","Dakar Plateau, Dakar, Sénégal",""
"1739020403-423","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Himalayen","https://sn.coinafrique.com/annonce/autres-animaux/himalayen-5041105","","","Dakar Plateau, Dakar, Sénégal",""
"1739020406-424","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Mondain","https://sn.coinafrique.com/annonce/autres-animaux/mondain-5041931","","","Guediawaye, Dakar, Sénégal",""
"1739020409-425","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-5042261","","","",""
"1739020412-426","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chat Persan","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-5050095","","","Dakar Plateau, Dakar, Sénégal",""
"1739020415-427","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-5054268","","","",""
"1739020417-428","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-5054269","","","",""
"1739020420-429","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Tortues terrestres","https://sn.coinafrique.com/annonce/autres-animaux/tortues-terrestres-5066823","","","Ouest Foire, Dakar, Sénégal",""
"1739020423-430","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Poissons Aquarium","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-5068623","","","Dakar, Sénégal",""
"1739020426-431","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton Siamois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-5092278","","","Dakar Plateau, Dakar, Sénégal",""
"1739020429-432","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton","https://sn.coinafrique.com/annonce/autres-animaux/chaton-5096028","","","Dakar Plateau, Dakar, Sénégal",""
